"Estado","emp","seg","dep","PL","lucros","gov_ca","gov_cf","gov_aud","maior_rem","plr_rva","qde_empregados","desp_investimento","desp_pessoal","Dividendos","Subvenção","Reforço de Capital","Resultado para o Estado Acionista","setor","Nome_estado","REGIAO","gov","result_NA","ROE","PL_formatado","Empresa","cat_ROE","setores_principais","sinal_ROE"
"SC","SC PARTICIPAÇÕES PARCERIAS S/A","DESENVOLVIMENTO","Não Dependente",422274466.04,7220571.74,"SIM","SIM","SIM","19428.14","Não",42,0,6343930.48,0,0,0,NA,"GESTÃO DE ATIVOS","Santa Catarina","Sul",TRUE,TRUE,0.0170992383406768,"   422.274.466,04","SC PARTICIPAÇÕES PARCERIAS S/A (SC)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: GESTÃO DE ATIVOS
PL: R$    422.274.466,04
Lucros / Prejuízos no ano: R$     7.220.571,74
ROE: 1.7100%","pos","GESTÃO DE ATIVOS","Positivo"
"SP","CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO","SERVIÇOS PÚBLICOS","Dependente",196439,-24553,"SIM","SIM","SIM","20","Sim",1896,757,412211,0,205716,0,-205716,"OUTROS","São Paulo","Sudeste",TRUE,FALSE,-0.124990455052205,"       196.439,00","CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Sim
Setor: OUTROS
PL: R$        196.439,00
Lucros / Prejuízos no ano: R$       -24.553,00
ROE: -12.5000%","neg","OUTROS","Negativo"
"SP","COMPANHIA DE DESENVOLVIMENTO AGRICOLA DE SAO PAULO - CODASP - EM LIQUIDACAO","OUTRO","Dependente",1218,-5230,"NÃO","SIM","NÃO","22","Não",80,NA,28506,0,23873,0,-23873,"OUTROS","São Paulo","Sudeste",FALSE,FALSE,-4.29392446633826,"         1.218,00","COMPANHIA DE DESENVOLVIMENTO AGRICOLA DE SAO PAULO - CODASP - EM LIQUIDACAO (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: OUTROS
PL: R$          1.218,00
Lucros / Prejuízos no ano: R$        -5.230,00
ROE: -429.3900%","bem_neg","OUTROS","Negativo"
"SP","COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO - CDHU","OUTRO","Não Dependente",10285796,283534,"SIM","SIM","SIM","21","Sim",549,1409177,112566,0,0,371152,-371152,"HABITAÇÃO E URBANIZAÇÃO","São Paulo","Sudeste",TRUE,FALSE,0.0275655865622845,"    10.285.796,00","COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SÃO PAULO - CDHU (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$     10.285.796,00
Lucros / Prejuízos no ano: R$       283.534,00
ROE: 2.7600%","pos","HABITAÇÃO E URBANIZAÇÃO","Positivo"
"SP","COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRODESP","INFORMÁTICA","Não Dependente",576390,69889,"SIM","SIM","SIM","45","Sim",1681,40935,376609,54837,0,0,54837,"INFORMÁTICA","São Paulo","Sudeste",TRUE,FALSE,0.12125297107861,"       576.390,00","COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - PRODESP (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: INFORMÁTICA
PL: R$        576.390,00
Lucros / Prejuízos no ano: R$        69.889,00
ROE: 12.1300%","pos","INFORMÁTICA","Positivo"
"SP","COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP","SANEAMENTO","Não Dependente",21635783,3367517,"SIM","SIM","SIM","33","Sim",13945,5068020,2681940,398142,0,0,398142,"SANEAMENTO","São Paulo","Sudeste",TRUE,FALSE,0.155645718946248,"    21.635.783,00","COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$     21.635.783,00
Lucros / Prejuízos no ano: R$     3.367.517,00
ROE: 15.5600%","pos","SANEAMENTO","Positivo"
"SP","COMPANHIA DO METROPOLITANO DE SÃO PAULO-METRÔ","TRANSPORTES","Não Dependente",33145278,-599416,"SIM","SIM","SIM","31","Sim",8284,1841775,1735949,0,0,1494420,-1494420,"TRANSPORTES","São Paulo","Sudeste",TRUE,FALSE,-0.0180845066377177,"    33.145.278,00","COMPANHIA DO METROPOLITANO DE SÃO PAULO-METRÔ (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: TRANSPORTES
PL: R$     33.145.278,00
Lucros / Prejuízos no ano: R$      -599.416,00
ROE: -1.8100%","neg","TRANSPORTES","Negativo"
"SP","COMPANHIA DOCAS DE SÃO SEBASTIÃO","OUTRO","Dependente",242878,8077,"SIM","SIM","NÃO","29","Não",92,NA,15742,0,10575,2020,-12595,"PORTOS E HIDROVIAS","São Paulo","Sudeste",FALSE,FALSE,0.0332553792439002,"       242.878,00","COMPANHIA DOCAS DE SÃO SEBASTIÃO (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: PORTOS E HIDROVIAS
PL: R$        242.878,00
Lucros / Prejuízos no ano: R$         8.077,00
ROE: 3.3300%","pos","PORTOS E HIDROVIAS","Positivo"
"SP","COMPANHIA PAULISTA DE OBRAS E SERVIÇOS - CPOS","OUTRO","Não Dependente",67666,309,"SIM","SIM","NÃO","24","Não",187,2346,34154,0,0,0,NA,"HABITAÇÃO E URBANIZAÇÃO","São Paulo","Sudeste",FALSE,TRUE,0.00456654745366949,"        67.666,00","COMPANHIA PAULISTA DE OBRAS E SERVIÇOS - CPOS (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$         67.666,00
Lucros / Prejuízos no ano: R$           309,00
ROE: 0.4600%","pos","HABITAÇÃO E URBANIZAÇÃO","Positivo"
"SP","COMPANHIA PAULISTA DE PARCERIAS - CPP","OUTRO","Não Dependente",1860725,130348,"SIM","SIM","NÃO","30","Sim",5,NA,3130,26664,0,0,26664,"GESTÃO DE ATIVOS","São Paulo","Sudeste",FALSE,FALSE,0.0700522645742923,"     1.860.725,00","COMPANHIA PAULISTA DE PARCERIAS - CPP (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: GESTÃO DE ATIVOS
PL: R$      1.860.725,00
Lucros / Prejuízos no ano: R$       130.348,00
ROE: 7.0100%","pos","GESTÃO DE ATIVOS","Positivo"
"SP","COMPANHIA PAULISTA DE SECURITIZAÇÃO","FINANCEIRO","Não Dependente",421072,49539,"SIM","SIM","SIM","22","Não",2,NA,2773,11606,0,0,11606,"GESTÃO DE ATIVOS","São Paulo","Sudeste",TRUE,FALSE,0.117649713113197,"       421.072,00","COMPANHIA PAULISTA DE SECURITIZAÇÃO (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: GESTÃO DE ATIVOS
PL: R$        421.072,00
Lucros / Prejuízos no ano: R$        49.539,00
ROE: 11.7600%","pos","GESTÃO DE ATIVOS","Positivo"
"SP","COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM","TRANSPORTES","Dependente",9785350,-237287,"SIM","SIM","SIM","23","Sim",7872,314133,1140496,0,929813,-1748864,819051,"TRANSPORTES","São Paulo","Sudeste",TRUE,FALSE,-0.0242492092771337,"     9.785.350,00","COMPANHIA PAULISTA DE TRENS METROPOLITANOS - CPTM (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Sim
Setor: TRANSPORTES
PL: R$      9.785.350,00
Lucros / Prejuízos no ano: R$      -237.287,00
ROE: -2.4200%","neg","TRANSPORTES","Negativo"
"SP","COSESP - COMPANHIA DE SEGUROS DO ESTADO DE SÃO PAULO","OUTRO","Não Dependente",141690,16877,"SIM","SIM","NÃO","22","Sim",38,169,9200,37109,0,0,37109,"GESTÃO DE ATIVOS","São Paulo","Sudeste",FALSE,FALSE,0.119112146234738,"       141.690,00","COSESP - COMPANHIA DE SEGUROS DO ESTADO DE SÃO PAULO (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: GESTÃO DE ATIVOS
PL: R$        141.690,00
Lucros / Prejuízos no ano: R$        16.877,00
ROE: 11.9100%","pos","GESTÃO DE ATIVOS","Positivo"
"SP","DERSA - DESENVOLVIMENTO RODOVIÁRIO S/A","TRANSPORTES","Não Dependente",1333333,-125711,"SIM","SIM","NÃO","23","Não",471,NA,86345,0,0,-72174,72174,"TRANSPORTES","São Paulo","Sudeste",FALSE,FALSE,-0.0942832735708184,"     1.333.333,00","DERSA - DESENVOLVIMENTO RODOVIÁRIO S/A (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$      1.333.333,00
Lucros / Prejuízos no ano: R$      -125.711,00
ROE: -9.4300%","neg","TRANSPORTES","Negativo"
"SP","DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A.","OUTRO","Não Dependente",1122419,47560,"SIM","SIM","SIM","28","Sim",147,104312,39444,11295,0,0,11295,"FINANCEIRO","São Paulo","Sudeste",TRUE,FALSE,0.0423727681017517,"     1.122.419,00","DESENVOLVE SP - AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO S.A. (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$      1.122.419,00
Lucros / Prejuízos no ano: R$        47.560,00
ROE: 4.2400%","pos","FINANCEIRO","Positivo"
"SP","EMAE - EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA - AÇÕES ORDINÁRIAS","ENERGIA","Não Dependente",990225,92636,"SIM","SIM","SIM","34","Sim",457,26692,105293,12727,0,0,12727,"ENERGIA","São Paulo","Sudeste",TRUE,FALSE,0.0935504557045116,"       990.225,00","EMAE - EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA - AÇÕES ORDINÁRIAS (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: ENERGIA
PL: R$        990.225,00
Lucros / Prejuízos no ano: R$        92.636,00
ROE: 9.3600%","pos","ENERGIA","Positivo"
"SP","EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO S/A - EMTU-SP","TRANSPORTES","Não Dependente",2015989,-56040,"SIM","SIM","SIM","24","Sim",501,NA,92212,0,0,99202,-99202,"TRANSPORTES","São Paulo","Sudeste",TRUE,FALSE,-0.0277977707219633,"     2.015.989,00","EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO S/A - EMTU-SP (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: TRANSPORTES
PL: R$      2.015.989,00
Lucros / Prejuízos no ano: R$       -56.040,00
ROE: -2.7800%","neg","TRANSPORTES","Negativo"
"SP","EMPRESA PAULISTA DE PLANEJAMENTO METROPOLITANO S/A- EMPLASA - EM LIQUIDAÇÃO","OUTRO","Dependente",28811,-5584,"NÃO","SIM","NÃO","21","Não",22,2234,21386,0,46088,637,-46725,"TRANSPORTES","São Paulo","Sudeste",FALSE,FALSE,-0.193814862378952,"        28.811,00","EMPRESA PAULISTA DE PLANEJAMENTO METROPOLITANO S/A- EMPLASA - EM LIQUIDAÇÃO (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: TRANSPORTES
PL: R$         28.811,00
Lucros / Prejuízos no ano: R$        -5.584,00
ROE: -19.3800%","neg","TRANSPORTES","Negativo"
"SP","IMPRENSA OFICIAL DO ESTADO S.A - IMESP","COMUNICAÇÕES","Não Dependente",200189,44942,"SIM","SIM","SIM","17","Sim",728,7130,136638,141202,0,0,141202,"COMUNICAÇÃO","São Paulo","Sudeste",TRUE,FALSE,0.224497849532192,"       200.189,00","IMPRENSA OFICIAL DO ESTADO S.A - IMESP (SP)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: COMUNICAÇÃO
PL: R$        200.189,00
Lucros / Prejuízos no ano: R$        44.942,00
ROE: 22.4500%","pos","Demais","Positivo"
"SP","INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO S/A - IPT","PESQUISA","Dependente",114342,1170,"SIM","SIM","SIM","17","Não",688,1601,119925,0,84622,1601,-86223,"PESQUISA E ASSISTÊNCIA TÉCNICA","São Paulo","Sudeste",TRUE,FALSE,0.0102324605131973,"       114.342,00","INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO S/A - IPT (SP)
Dependência: Dependente
Possui todas as estruturas de Governança? Sim
Setor: PESQUISA E ASSISTÊNCIA TÉCNICA
PL: R$        114.342,00
Lucros / Prejuízos no ano: R$         1.170,00
ROE: 1.0200%","pos","PESQUISA E ASSISTÊNCIA TÉCNICA","Positivo"
"SE","BANCO DO ESTADO DE SERGIPE","FINANCEIRO","Não Dependente",433857136,83614519,"SIM","SIM","SIM","16667","Sim",1028,15513100,174909535,10224355.57,0,0,10224355.57,"FINANCEIRO","Sergipe","Nordeste",TRUE,FALSE,0.192723622736495,"   433.857.136,00","BANCO DO ESTADO DE SERGIPE (SE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: FINANCEIRO
PL: R$    433.857.136,00
Lucros / Prejuízos no ano: R$    83.614.519,00
ROE: 19.2700%","pos","FINANCEIRO","Positivo"
"SE","CIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS","OUTRO","Dependente",105486433,-2478471,"SIM","SIM","NÃO",NA,"Não",217,NA,32999,0,0,0,NA,"HABITAÇÃO E URBANIZAÇÃO","Sergipe","Nordeste",FALSE,TRUE,-0.0234956375859254,"   105.486.433,00","CIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS (SE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: HABITAÇÃO E URBANIZAÇÃO
PL: R$    105.486.433,00
Lucros / Prejuízos no ano: R$    -2.478.471,00
ROE: -2.3500%","neg","HABITAÇÃO E URBANIZAÇÃO","Negativo"
"SE","COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE SERGIPE","OUTRO","Dependente",213019890,8513258,"SIM","SIM","NÃO","8100","Não",120,9922306,14908554,0,0,0,NA,"DESENVOLVIMENTO","Sergipe","Nordeste",FALSE,TRUE,0.0399646155107863,"   213.019.890,00","COMPANHIA DE DESENVOLVIMENTO ECONÔMICO DE SERGIPE (SE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: DESENVOLVIMENTO
PL: R$    213.019.890,00
Lucros / Prejuízos no ano: R$     8.513.258,00
ROE: 4.0000%","pos","DESENVOLVIMENTO","Positivo"
"SE","COMPANHIA DE SANEAMENTO DE SERGIPE","SANEAMENTO","Não Dependente",1498077334,770409,"SIM","SIM","SIM",NA,"Não",1697,173630862,368173461,0,0,115764315,-115764315,"SANEAMENTO","Sergipe","Nordeste",TRUE,FALSE,0.000514265173442642," 1.498.077.334,00","COMPANHIA DE SANEAMENTO DE SERGIPE (SE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Sim
Setor: SANEAMENTO
PL: R$  1.498.077.334,00
Lucros / Prejuízos no ano: R$       770.409,00
ROE: 0.0500%","pos","SANEAMENTO","Positivo"
"SE","EMPRESA SERGIPANA DE TURISMO S/A","DESENVOLVIMENTO","Dependente",12566333.31,213651.53,"SIM","SIM","NÃO",NA,"Não",41,NA,3279526.9,0,0,0,NA,"TURISMO","Sergipe","Nordeste",FALSE,TRUE,0.0170018990209325,"    12.566.333,31","EMPRESA SERGIPANA DE TURISMO S/A (SE)
Dependência: Dependente
Possui todas as estruturas de Governança? Não
Setor: TURISMO
PL: R$     12.566.333,31
Lucros / Prejuízos no ano: R$       213.651,53
ROE: 1.7000%","pos","Demais","Positivo"
"SE","SERGIPE GÁS S/A - SERGAS","DISTRIBUIÇÃO DE GÁS","Não Dependente",52700591.12,1055857.59,"SIM","SIM","NÃO","39544","Sim",67,6142077.95,13303979.37,170000,0,0,170000,"DISTRIBUIÇÃO DE GÁS","Sergipe","Nordeste",FALSE,FALSE,0.0200350236602811,"    52.700.591,12","SERGIPE GÁS S/A - SERGAS (SE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: DISTRIBUIÇÃO DE GÁS
PL: R$     52.700.591,12
Lucros / Prejuízos no ano: R$     1.055.857,59
ROE: 2.0000%","pos","DISTRIBUIÇÃO DE GÁS","Positivo"
"SE","SERVIÇOS GRAFICOS DE SERGIPE","COMUNICAÇÕES","Não Dependente",4946385.46,-1131258.13,"SIM","SIM","NÃO","10924.26","Não",57,65674.3,4431490.45,0,0,0,NA,"COMUNICAÇÃO","Sergipe","Nordeste",FALSE,TRUE,-0.228703997929025,"     4.946.385,46","SERVIÇOS GRAFICOS DE SERGIPE (SE)
Dependência: Não Dependente
Possui todas as estruturas de Governança? Não
Setor: COMUNICAÇÃO
PL: R$      4.946.385,46
Lucros / Prejuízos no ano: R$    -1.131.258,13
ROE: -22.8700%","neg","Demais","Negativo"
